Year,Trimester,District,Neighbourhood,average rent (euro/month)
2020,4,Sant Marti,la Vila Olimpica del Poblenou,1332.4
2020,4,Sant Marti,el Poblenou,974.7
2020,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1392.6
2020,4,Sant Marti,el Besos i el Maresme,731.6
2020,4,Sant Marti,Provencals del Poblenou,859.9
2020,4,Sant Marti,Sant Martíide Provencals,807.4
2020,4,Sant Marti,la Verneda i la Pau,765.9
2021,1,Ciutat Vella,el Raval,759.2
2021,1,Ciutat Vella,Gothic Quarter,929.6
2021,1,Ciutat Vella,la Barceloneta,808.9
2021,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",879.4
2021,1,Eixample,Fort Pienc,918
2021,1,Eixample,la Sagrada Familia,887.1
2021,1,Eixample,la Dreta de l'Eixample,1176.7
2021,1,Eixample,l'Antiga Esquerra de l'Eixample,1040.2
2021,1,Eixample,la Nova Esquerra de l'Eixample,964
2021,1,Eixample,Sant Antoni,898.7
2021,1,Sants-Montjuic,el Poble Sec,781.6
2021,1,Sants-Montjuic,la Marina de Port,810.6
2021,1,Sants-Montjuic,la Font de la Guatlla,799.5
2021,1,Sants-Montjuic,Hostafrancs,778.4
2021,1,Sants-Montjuic,la Bordeta,807.6
2021,1,Sants-Montjuic,Sants - Badal,788.1
2021,1,Sants-Montjuic,Sants,829.1
2021,1,Les Corts,les Corts,990.3
2021,1,Les Corts,la Maternitat i Sant Ramon,927.3
2021,1,Les Corts,Pedralbes,1598.2
2021,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1531.7
2021,1,Sarria-Sant Gervasi,Sarria,1263.9
2021,1,Sarria-Sant Gervasi,les Tres Torres,1578
2021,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1264.8
2021,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1294.9
2021,1,Sarria-Sant Gervasi,el Putxet i el Farro,990.1
2021,1,Gracia,Vallcarca i els Penitents,959
2021,1,Gracia,el Coll,745.4
2021,1,Gracia,la Salut,859.1
2021,1,Gracia,la Vila de Gracia,910.6
2021,1,Gracia,el Camp d'en Grassot i Gracia Nova,865.3
2021,1,Horta-Guinardo,el Baix Guinardo,817.3
2021,1,Horta-Guinardo,Can Baro,741.1
2021,1,Horta-Guinardo,el Guinardo,791.7
2021,1,Horta-Guinardo,la Font d'en Fargues,795
2021,1,Horta-Guinardo,el Carmel,668.8
2021,1,Horta-Guinardo,la Teixonera,716.1
2021,1,Horta-Guinardo,Sant Genis dels Agudells,700.5
2021,1,Horta-Guinardo,Montbau,741.4
2021,1,Horta-Guinardo,la Vall d'Hebron,827
2021,1,Horta-Guinardo,Horta,747.4
2021,1,Nou Barris,Vilapicina i la Torre Llobeta,736.5
2021,1,Nou Barris,Porta,707.2
2021,1,Nou Barris,el Turo de la Peira,687.2
2021,1,Nou Barris,la Guineueta,691.6
2021,1,Nou Barris,Canyelles,762.5
2021,1,Nou Barris,les Roquetes,643.6
2021,1,Nou Barris,Verdun,631.6
2021,1,Nou Barris,la Prosperitat,671.8
2021,1,Nou Barris,la Trinitat Nova,605
2021,1,Nou Barris,Ciutat Meridiana,520.2
2021,1,Sant Andreu,la Trinitat Vella,625.1
2021,1,Sant Andreu,el Bon Pastor,658.9
2021,1,Sant Andreu,Sant Andreu,762.5
2021,1,Sant Andreu,la Sagrera,759.3
2021,1,Sant Andreu,el Congres i els Indians,756.9
2021,1,Sant Andreu,Navas,824.2
2021,1,Sant Marti,el Camp de l'Arpa del Clot,814.5
2021,1,Sant Marti,el Clot,853.6
2021,1,Sant Marti,el Parc i la Llacuna del Poblenou,927.5
2021,1,Sant Marti,la Vila Olimpica del Poblenou,1298.9
2021,1,Sant Marti,el Poblenou,928.5
2021,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,978.4
2021,1,Sant Marti,el Besos i el Maresme,704.2
2021,1,Sant Marti,Provencals del Poblenou,976.7
2021,1,Sant Marti,Sant Martíide Provencals,794.6
2021,1,Sant Marti,la Verneda i la Pau,740.8
2021,2,Ciutat Vella,el Raval,774.2
2021,2,Ciutat Vella,Gothic Quarter,934.1
2021,2,Ciutat Vella,la Barceloneta,814.8
2021,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",862.1
2021,2,Eixample,Fort Pienc,907.1
2021,2,Eixample,la Sagrada Familia,887.4
2021,2,Eixample,la Dreta de l'Eixample,1196.3
2021,2,Eixample,l'Antiga Esquerra de l'Eixample,1070.1
2021,2,Eixample,la Nova Esquerra de l'Eixample,953.3
2021,2,Eixample,Sant Antoni,928.8
2021,2,Sants-Montjuic,el Poble Sec,773.7
2021,2,Sants-Montjuic,la Marina de Port,772.4
2021,2,Sants-Montjuic,la Font de la Guatlla,810.8
2021,2,Sants-Montjuic,Hostafrancs,772.8
2021,2,Sants-Montjuic,la Bordeta,815.4
2021,2,Sants-Montjuic,Sants - Badal,778.1
2021,2,Sants-Montjuic,Sants,815.4
2021,2,Les Corts,les Corts,998.8
2021,2,Les Corts,la Maternitat i Sant Ramon,904.8
2021,2,Les Corts,Pedralbes,1680.3
2021,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1074.7
2021,2,Sarria-Sant Gervasi,Sarria,1298
2021,2,Sarria-Sant Gervasi,les Tres Torres,1429
2021,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1226.1
2021,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1339.1
2021,2,Sarria-Sant Gervasi,el Putxet i el Farro,1024.4
2021,2,Gracia,Vallcarca i els Penitents,924.5
2021,2,Gracia,el Coll,796.8
2021,2,Gracia,la Salut,859.2
2021,2,Gracia,la Vila de Gracia,881
2021,2,Gracia,el Camp d'en Grassot i Gracia Nova,880.1
2021,2,Horta-Guinardo,el Baix Guinardo,820.2
2021,2,Horta-Guinardo,Can Baro,773.5
2021,2,Horta-Guinardo,el Guinardo,818.2
2021,2,Horta-Guinardo,la Font d'en Fargues,817.7
2021,2,Horta-Guinardo,el Carmel,667.6
2021,2,Horta-Guinardo,la Teixonera,713.8
2021,2,Horta-Guinardo,Sant Genis dels Agudells,653.5
2021,2,Horta-Guinardo,Montbau,729.9
2021,2,Horta-Guinardo,la Vall d'Hebron,884.2
2021,2,Horta-Guinardo,Horta,734.9
2021,2,Nou Barris,Vilapicina i la Torre Llobeta,754.4
2021,2,Nou Barris,Porta,698.5
2021,2,Nou Barris,el Turo de la Peira,671.8
2021,2,Nou Barris,la Guineueta,698.3
2021,2,Nou Barris,Canyelles,673.8
2021,2,Nou Barris,les Roquetes,608.7
2021,2,Nou Barris,Verdun,648.9
2021,2,Nou Barris,la Prosperitat,680.9
2021,2,Nou Barris,la Trinitat Nova,598.6
2021,2,Nou Barris,Ciutat Meridiana,488.1
2021,2,Sant Andreu,la Trinitat Vella,592.4
2021,2,Sant Andreu,Baro de Viver,447.5
2021,2,Sant Andreu,el Bon Pastor,741.9
2021,2,Sant Andreu,Sant Andreu,757.2
2021,2,Sant Andreu,la Sagrera,737.4
2021,2,Sant Andreu,el Congres i els Indians,791.3
2021,2,Sant Andreu,Navas,827.2
2021,2,Sant Marti,el Camp de l'Arpa del Clot,795.6
2021,2,Sant Marti,el Clot,786.4
2021,2,Sant Marti,el Parc i la Llacuna del Poblenou,911.1
2021,2,Sant Marti,la Vila Olimpica del Poblenou,1248.6
2021,2,Sant Marti,el Poblenou,912.4
2021,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,948.3
2021,2,Sant Marti,el Besos i el Maresme,700.8
2021,2,Sant Marti,Provencals del Poblenou,884.8
2021,2,Sant Marti,Sant Martíide Provencals,799.7
2021,2,Sant Marti,la Verneda i la Pau,728.2
2021,3,Ciutat Vella,el Raval,770.5
2021,3,Ciutat Vella,Gothic Quarter,968.4
2021,3,Ciutat Vella,la Barceloneta,826
2021,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",889.1
2021,3,Eixample,Fort Pienc,970.2
2021,3,Eixample,la Sagrada Familia,912.4
2021,3,Eixample,la Dreta de l'Eixample,1168.4
2021,3,Eixample,l'Antiga Esquerra de l'Eixample,1072.9
2021,3,Eixample,la Nova Esquerra de l'Eixample,968.6
2021,3,Eixample,Sant Antoni,934.3
2021,3,Sants-Montjuic,el Poble Sec,787
2021,3,Sants-Montjuic,la Marina de Port,698.5
2021,3,Sants-Montjuic,la Font de la Guatlla,858.7
2021,3,Sants-Montjuic,Hostafrancs,804.6
2021,3,Sants-Montjuic,la Bordeta,832.5
2021,3,Sants-Montjuic,Sants - Badal,805.9
2021,3,Sants-Montjuic,Sants,836.7
2021,3,Les Corts,les Corts,1017
2021,3,Les Corts,la Maternitat i Sant Ramon,982.9
2021,3,Les Corts,Pedralbes,1816.5
2021,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1009.5
2021,3,Sarria-Sant Gervasi,Sarria,1345.2
2021,3,Sarria-Sant Gervasi,les Tres Torres,1566.5
2021,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1159.6
2021,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1352.5
2021,3,Sarria-Sant Gervasi,el Putxet i el Farro,1004.7
2021,3,Gracia,Vallcarca i els Penitents,961
2021,3,Gracia,el Coll,755.5
2021,3,Gracia,la Salut,934.6
2021,3,Gracia,la Vila de Gracia,891.6
2021,3,Gracia,el Camp d'en Grassot i Gracia Nova,899.7
2021,3,Horta-Guinardo,el Baix Guinardo,836.3
2021,3,Horta-Guinardo,Can Baro,753.7
2021,3,Horta-Guinardo,el Guinardo,823.6
2021,3,Horta-Guinardo,la Font d'en Fargues,817.3
2021,3,Horta-Guinardo,el Carmel,679.3
2021,3,Horta-Guinardo,la Teixonera,686.3
2021,3,Horta-Guinardo,Sant Genis dels Agudells,785.6
2021,3,Horta-Guinardo,Montbau,745.9
2021,3,Horta-Guinardo,la Vall d'Hebron,878.1
2021,3,Horta-Guinardo,Horta,754.9
2021,3,Nou Barris,Vilapicina i la Torre Llobeta,747.5
2021,3,Nou Barris,Porta,712.8
2021,3,Nou Barris,el Turo de la Peira,681.8
2021,3,Nou Barris,la Guineueta,653.2
2021,3,Nou Barris,Canyelles,769.9
2021,3,Nou Barris,les Roquetes,628.7
2021,3,Nou Barris,Verdun,666.6
2021,3,Nou Barris,la Prosperitat,669.5
2021,3,Nou Barris,la Trinitat Nova,610.4
2021,3,Nou Barris,Ciutat Meridiana,547.7
2021,3,Sant Andreu,la Trinitat Vella,585
2021,3,Sant Andreu,el Bon Pastor,644.1
2021,3,Sant Andreu,Sant Andreu,792.9
2021,3,Sant Andreu,la Sagrera,772.8
2021,3,Sant Andreu,el Congres i els Indians,751.9
2021,3,Sant Andreu,Navas,805.3
2021,3,Sant Marti,el Camp de l'Arpa del Clot,830.8
2021,3,Sant Marti,el Clot,822.2
2021,3,Sant Marti,el Parc i la Llacuna del Poblenou,1024.4
2021,3,Sant Marti,la Vila Olimpica del Poblenou,1343.1
2021,3,Sant Marti,el Poblenou,971.3
2021,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1162.9
2021,3,Sant Marti,el Besos i el Maresme,736.1
2021,3,Sant Marti,Provencals del Poblenou,962.7
2021,3,Sant Marti,Sant Martíide Provencals,804.2
2021,3,Sant Marti,la Verneda i la Pau,752.9
2021,4,Ciutat Vella,el Raval,772.8
2021,4,Ciutat Vella,Gothic Quarter,953
2021,4,Ciutat Vella,la Barceloneta,877.9
2021,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",922.8
2021,4,Eixample,Fort Pienc,976.9
2021,4,Eixample,la Sagrada Familia,924.4
2021,4,Eixample,la Dreta de l'Eixample,1220.8
2021,4,Eixample,l'Antiga Esquerra de l'Eixample,1114.9
2021,4,Eixample,la Nova Esquerra de l'Eixample,965.9
2021,4,Eixample,Sant Antoni,955.7
2021,4,Sants-Montjuic,el Poble Sec,777.9
2021,4,Sants-Montjuic,la Marina de Port,691.9
2021,4,Sants-Montjuic,la Font de la Guatlla,827.2
2021,4,Sants-Montjuic,Hostafrancs,809.5
2021,4,Sants-Montjuic,la Bordeta,872.5
2021,4,Sants-Montjuic,Sants - Badal,800
2021,4,Sants-Montjuic,Sants,833.7
2021,4,Les Corts,les Corts,1052.8
2021,4,Les Corts,la Maternitat i Sant Ramon,920.6
2021,4,Les Corts,Pedralbes,1679.3
2021,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1214.5
2021,4,Sarria-Sant Gervasi,Sarria,1292.9
2021,4,Sarria-Sant Gervasi,les Tres Torres,1597.4
2021,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1219.6
2021,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1433.7
2021,4,Sarria-Sant Gervasi,el Putxet i el Farro,998.3
2021,4,Gracia,Vallcarca i els Penitents,920.1
2021,4,Gracia,el Coll,754.5
2021,4,Gracia,la Salut,899.9
2021,4,Gracia,la Vila de Gracia,920.9
2021,4,Gracia,el Camp d'en Grassot i Gracia Nova,926.5
2021,4,Horta-Guinardo,el Baix Guinardo,821
2021,4,Horta-Guinardo,Can Baro,757.7
2021,4,Horta-Guinardo,el Guinardo,802.6
2021,4,Horta-Guinardo,la Font d'en Fargues,835.3
2021,4,Horta-Guinardo,el Carmel,683.8
2021,4,Horta-Guinardo,la Teixonera,739.7
2021,4,Horta-Guinardo,Sant Genis dels Agudells,675.7
2021,4,Horta-Guinardo,Montbau,744.2
2021,4,Horta-Guinardo,la Vall d'Hebron,859.1
2021,4,Horta-Guinardo,Horta,760.4
2021,4,Nou Barris,Vilapicina i la Torre Llobeta,803.7
2021,4,Nou Barris,Porta,740.4
2021,4,Nou Barris,el Turo de la Peira,691.9
2021,4,Nou Barris,la Guineueta,664.2
2021,4,Nou Barris,Canyelles,763.3
2021,4,Nou Barris,les Roquetes,605.5
2021,4,Nou Barris,Verdun,647.7
2021,4,Nou Barris,la Prosperitat,683.9
2021,4,Nou Barris,la Trinitat Nova,557
2021,4,Nou Barris,Ciutat Meridiana,546.8
2021,4,Sant Andreu,la Trinitat Vella,626.6
2021,4,Sant Andreu,Baro de Viver,616.7
2021,4,Sant Andreu,el Bon Pastor,696.8
2021,4,Sant Andreu,Sant Andreu,754
2021,4,Sant Andreu,la Sagrera,798.6
2021,4,Sant Andreu,el Congres i els Indians,799.2
2021,4,Sant Andreu,Navas,825.4
2021,4,Sant Marti,el Camp de l'Arpa del Clot,842.1
2021,4,Sant Marti,el Clot,833.8
2021,4,Sant Marti,el Parc i la Llacuna del Poblenou,1040.7
2021,4,Sant Marti,la Vila Olimpica del Poblenou,1364.7
2021,4,Sant Marti,el Poblenou,970.7
2021,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1205.3
2021,4,Sant Marti,el Besos i el Maresme,700.5
2021,4,Sant Marti,Provencals del Poblenou,977.8
2021,4,Sant Marti,Sant Martíide Provencals,826.2
2021,4,Sant Marti,la Verneda i la Pau,752
2022,1,Ciutat Vella,el Raval,917
2022,1,Ciutat Vella,Gothic Quarter,1181.6
2022,1,Ciutat Vella,la Barceloneta,999.8
2022,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1022.8
2022,1,Eixample,Fort Pienc,957.9
2022,1,Eixample,Sagrada Familia,984.3
2022,1,Eixample,la Dreta de l'Eixample,1294.8
2022,1,Eixample,l'Antiga Esquerra de l'Eixample,1105.7
2022,1,Eixample,la Nova Esquerra de l'Eixample,1009.3
2022,1,Eixample,Sant Antoni,999.9
2022,1,Sants-Montjuic,el Poble Sec,846.2
2022,1,Sants-Montjuic,la Marina de Port,728.7
2022,1,Sants-Montjuic,la Font de la Guatlla,823.9
2022,1,Sants-Montjuic,Hostafrancs,835.7
2022,1,Sants-Montjuic,la Bordeta,971.8
2022,1,Sants-Montjuic,Sants - Badal,805.4
2022,1,Sants-Montjuic,Sants,849.4
2022,1,Les Corts,les Corts,995
2022,1,Les Corts,la Maternitat i Sant Ramon,1018.6
2022,1,Les Corts,Pedralbes,1649.8
2022,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1102.2
2022,1,Sarria-Sant Gervasi,Sarria,1362.6
2022,1,Sarria-Sant Gervasi,les Tres Torres,1630.8
2022,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1195
2022,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1341.5
2022,1,Sarria-Sant Gervasi,el Putxet i el Farro,1054.9
2022,1,Gracia,Vallcarca i els Penitents,947.8
2022,1,Gracia,el Coll,809.9
2022,1,Gracia,la Salut,874.3
2022,1,Gracia,la Vila de Gracia,986
2022,1,Gracia,el Camp d'en Grassot i Gracia Nova,957.9
2022,1,Horta-Guinardo,el Baix Guinardo,834.7
2022,1,Horta-Guinardo,Can Baro,737.6
2022,1,Horta-Guinardo,el Guinardo,801.7
2022,1,Horta-Guinardo,la Font d'en Fargues,784.7
2022,1,Horta-Guinardo,el Carmel,671.3
2022,1,Horta-Guinardo,la Teixonera,723.9
2022,1,Horta-Guinardo,Sant Genis dels Agudells,706.4
2022,1,Horta-Guinardo,Montbau,736.1
2022,1,Horta-Guinardo,la Vall d'Hebron,888.9
2022,1,Horta-Guinardo,Horta,740.3
2022,1,Nou Barris,Vilapicina i la Torre Llobeta,767
2022,1,Nou Barris,Porta,718.5
2022,1,Nou Barris,el Turo de la Peira,662.8
2022,1,Nou Barris,la Guineueta,644.7
2022,1,Nou Barris,Canyelles,655
2022,1,Nou Barris,les Roquetes,641.2
2022,1,Nou Barris,Verdun,652.7
2022,1,Nou Barris,la Prosperitat,687.2
2022,1,Nou Barris,la Trinitat Nova,591
2022,1,Nou Barris,Ciutat Meridiana,517.7
2022,1,Sant Andreu,la Trinitat Vella,616.9
2022,1,Sant Andreu,el Bon Pastor,702.6
2022,1,Sant Andreu,Sant Andreu,800.9
2022,1,Sant Andreu,la Sagrera,751.5
2022,1,Sant Andreu,el Congres i els Indians,795.8
2022,1,Sant Andreu,Navas,847.2
2022,1,Sant Marti,el Camp de l'Arpa del Clot,841.5
2022,1,Sant Marti,el Clot,861.2
2022,1,Sant Marti,el Parc i la Llacuna del Poblenou,1089.2
2022,1,Sant Marti,la Vila Olimpica del Poblenou,1305
2022,1,Sant Marti,el Poblenou,967.9
2022,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,964.7
2022,1,Sant Marti,el Besos i el Maresme,796.9
2022,1,Sant Marti,Provencals del Poblenou,939.2
2022,1,Sant Marti,Sant Marti de Provencals,796.4
2022,1,Sant Marti,la Verneda i la Pau,733.9
2022,2,Ciutat Vella,el Raval,872
2022,2,Ciutat Vella,Gothic Quarter,1062.5
2022,2,Ciutat Vella,la Barceloneta,900.5
2022,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1051.4
2022,2,Eixample,Fort Pienc,1106.9
2022,2,Eixample,Sagrada Familia,985.9
2022,2,Eixample,la Dreta de l'Eixample,1328.6
2022,2,Eixample,l'Antiga Esquerra de l'Eixample,1174.6
2022,2,Eixample,la Nova Esquerra de l'Eixample,1012.2
2022,2,Eixample,Sant Antoni,1004.3
2022,2,Sants-Montjuic,el Poble Sec,879.3
2022,2,Sants-Montjuic,la Marina del Prat Vermell,1407.9
2022,2,Sants-Montjuic,la Marina de Port,638.8
2022,2,Sants-Montjuic,la Font de la Guatlla,912.1
2022,2,Sants-Montjuic,Hostafrancs,826.2
2022,2,Sants-Montjuic,la Bordeta,1025
2022,2,Sants-Montjuic,Sants - Badal,848.5
2022,2,Sants-Montjuic,Sants,885.6
2022,2,Les Corts,les Corts,1067.8
2022,2,Les Corts,la Maternitat i Sant Ramon,993.1
2022,2,Les Corts,Pedralbes,1944.5
2022,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",894.9
2022,2,Sarria-Sant Gervasi,Sarria,1349.3
2022,2,Sarria-Sant Gervasi,les Tres Torres,1767
2022,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1369.1
2022,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1484.5
2022,2,Sarria-Sant Gervasi,el Putxet i el Farro,1108.6
2022,2,Gracia,Vallcarca i els Penitents,969.3
2022,2,Gracia,el Coll,759.2
2022,2,Gracia,la Salut,1010.3
2022,2,Gracia,la Vila de Gracia,982.6
2022,2,Gracia,el Camp d'en Grassot i Gracia Nova,977.8
2022,2,Horta-Guinardo,el Baix Guinardo,903.9
2022,2,Horta-Guinardo,Can Baro,812.4
2022,2,Horta-Guinardo,el Guinardo,810
2022,2,Horta-Guinardo,la Font d'en Fargues,840.1
2022,2,Horta-Guinardo,el Carmel,725.8
2022,2,Horta-Guinardo,la Teixonera,786.5
2022,2,Horta-Guinardo,Sant Genis dels Agudells,720.3
2022,2,Horta-Guinardo,Montbau,750.7
2022,2,Horta-Guinardo,la Vall d'Hebron,865.3
2022,2,Horta-Guinardo,Horta,794.2
2022,2,Nou Barris,Vilapicina i la Torre Llobeta,855.5
2022,2,Nou Barris,Porta,728.5
2022,2,Nou Barris,el Turo de la Peira,709.8
2022,2,Nou Barris,la Guineueta,748.8
2022,2,Nou Barris,Canyelles,851.3
2022,2,Nou Barris,les Roquetes,632.9
2022,2,Nou Barris,Verdun,609
2022,2,Nou Barris,la Prosperitat,693.3
2022,2,Nou Barris,la Trinitat Nova,574.9
2022,2,Nou Barris,Ciutat Meridiana,577.3
2022,2,Sant Andreu,la Trinitat Vella,620
2022,2,Sant Andreu,el Bon Pastor,732.6
2022,2,Sant Andreu,Sant Andreu,788.2
2022,2,Sant Andreu,la Sagrera,803.5
2022,2,Sant Andreu,el Congres i els Indians,784.3
2022,2,Sant Andreu,Navas,878.4
2022,2,Sant Marti,el Camp de l'Arpa del Clot,875.1
2022,2,Sant Marti,el Clot,884
2022,2,Sant Marti,el Parc i la Llacuna del Poblenou,1173.2
2022,2,Sant Marti,la Vila Olimpica del Poblenou,1442.6
2022,2,Sant Marti,el Poblenou,1085.6
2022,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1238.7
2022,2,Sant Marti,el Besos i el Maresme,779.2
2022,2,Sant Marti,Provencals del Poblenou,1032.9
2022,2,Sant Marti,Sant Marti de Provencals,843
2022,2,Sant Marti,la Verneda i la Pau,757
