Year,Trimester,District,Neighbourhood,average rent (euro/month)
2017,1,Sant Andreu,el Bon Pastor,622.82
2017,1,Sant Andreu,Sant Andreu,708.6
2017,1,Sant Andreu,la Sagrera,575.23
2017,1,Sant Andreu,el Congres i els Indians,696.04
2017,1,Sant Andreu,Navas,716.78
2017,1,Sant Marti,el Camp de l'Arpa del Clot,756.57
2017,1,Sant Marti,el Clot,774.97
2017,1,Sant Marti,el Parc i la Llacuna del Poblenou,850.73
2017,1,Sant Marti,la Vila Olimpica del Poblenou,1108.37
2017,1,Sant Marti,el Poblenou,868.9
2017,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1148.2
2017,1,Sant Marti,el Besos i el Maresme,588.9
2017,1,Sant Marti,Provencals del Poblenou,999.62
2017,1,Sant Marti,Sant Marti de Provencals,742.06
2017,1,Sant Marti,la Verneda i la Pau,677.91
2017,2,Ciutat Vella,el Raval,714.29
2017,2,Ciutat Vella,Gothic Quarter,968.16
2017,2,Ciutat Vella,la Barceloneta,738.25
2017,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",930.13
2017,2,Eixample,Fort Pienc,884.99
2017,2,Eixample,Sagrada Familia,867.97
2017,2,Eixample,la Dreta de l'Eixample,1218.18
2017,2,Eixample,l'Antiga Esquerra de l'Eixample,1044.28
2017,2,Eixample,la Nova Esquerra de l'Eixample,949.96
2017,2,Eixample,Sant Antoni,887.78
2017,2,Sants-Montjuic,el Poble Sec,756.8
2017,2,Sants-Montjuic,la Marina de Port,634.28
2017,2,Sants-Montjuic,la Font de la Guatlla,785.02
2017,2,Sants-Montjuic,Hostafrancs,749.61
2017,2,Sants-Montjuic,la Bordeta,760.98
2017,2,Sants-Montjuic,Sants - Badal,766.05
2017,2,Sants-Montjuic,Sants,780.27
2017,2,Les Corts,les Corts,1006.84
2017,2,Les Corts,la Maternitat i Sant Ramon,882.05
2017,2,Les Corts,Pedralbes,1666.63
2017,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1101.67
2017,2,Sarria-Sant Gervasi,Sarria,1423.86
2017,2,Sarria-Sant Gervasi,les Tres Torres,1646.76
2017,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1236.21
2017,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1287.23
2017,2,Sarria-Sant Gervasi,el Putxet i el Farro,902.42
2017,2,Gracia,Vallcarca i els Penitents,917.84
2017,2,Gracia,el Coll,701.29
2017,2,Gracia,la Salut,855.7
2017,2,Gracia,la Vila de Gracia,852.57
2017,2,Gracia,el Camp d'en Grassot i Gracia Nova,872.41
2017,2,Horta-Guinardo,el Baix Guinardo,756.13
2017,2,Horta-Guinardo,Can Baro,710.18
2017,2,Horta-Guinardo,el Guinardo,722.28
2017,2,Horta-Guinardo,la Font d'en Fargues,721.47
2017,2,Horta-Guinardo,el Carmel,597.58
2017,2,Horta-Guinardo,la Teixonera,671.85
2017,2,Horta-Guinardo,Sant Genis dels Agudells,680.8
2017,2,Horta-Guinardo,Montbau,677.09
2017,2,Horta-Guinardo,la Vall d'Hebron,819.11
2017,2,Horta-Guinardo,Horta,708.69
2017,2,Nou Barris,Vilapicina i la Torre Llobeta,699.81
2017,2,Nou Barris,Porta,640.95
2017,2,Nou Barris,el Turo de la Peira,600.84
2017,2,Nou Barris,Can Peguera,407.22
2017,2,Nou Barris,la Guineueta,632.43
2017,2,Nou Barris,Canyelles,677.5
2017,2,Nou Barris,les Roquetes,505.97
2017,2,Nou Barris,Verdun,579.67
2017,2,Nou Barris,la Prosperitat,617.61
2017,2,Nou Barris,la Trinitat Nova,533.3
2017,2,Nou Barris,Ciutat Meridiana,436.17
2017,2,Nou Barris,Vallbona,302.52
2017,2,Sant Andreu,la Trinitat Vella,434.91
2017,2,Sant Andreu,el Bon Pastor,647.69
2017,2,Sant Andreu,Sant Andreu,728.09
2017,2,Sant Andreu,la Sagrera,656.71
2017,2,Sant Andreu,el Congres i els Indians,724.28
2017,2,Sant Andreu,Navas,783.88
2017,2,Sant Marti,el Camp de l'Arpa del Clot,765.74
2017,2,Sant Marti,el Clot,740.91
2017,2,Sant Marti,el Parc i la Llacuna del Poblenou,907.14
2017,2,Sant Marti,la Vila Olimpica del Poblenou,1345.63
2017,2,Sant Marti,el Poblenou,899.89
2017,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,965.36
2017,2,Sant Marti,el Besos i el Maresme,606.61
2017,2,Sant Marti,Provencals del Poblenou,941.16
2017,2,Sant Marti,Sant Marti de Provencals,750.71
2017,2,Sant Marti,la Verneda i la Pau,671.87
2017,3,Ciutat Vella,el Raval,764.85
2017,3,Ciutat Vella,Gothic Quarter,1028.49
2017,3,Ciutat Vella,la Barceloneta,758.18
2017,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",927.16
2017,3,Eixample,Fort Pienc,933.54
2017,3,Eixample,Sagrada Familia,906.78
2017,3,Eixample,la Dreta de l'Eixample,1179.11
2017,3,Eixample,l'Antiga Esquerra de l'Eixample,1098.21
2017,3,Eixample,la Nova Esquerra de l'Eixample,950.15
2017,3,Eixample,Sant Antoni,922.46
2017,3,Sants-Montjuic,el Poble Sec,759.87
2017,3,Sants-Montjuic,la Marina de Port,711.93
2017,3,Sants-Montjuic,la Font de la Guatlla,817.64
2017,3,Sants-Montjuic,Hostafrancs,777.64
2017,3,Sants-Montjuic,la Bordeta,861.69
2017,3,Sants-Montjuic,Sants - Badal,796.5
2017,3,Sants-Montjuic,Sants,812.48
2017,3,Les Corts,les Corts,1013.57
2017,3,Les Corts,la Maternitat i Sant Ramon,970.71
2017,3,Les Corts,Pedralbes,1882.42
2017,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1360.42
2017,3,Sarria-Sant Gervasi,Sarria,1364.01
2017,3,Sarria-Sant Gervasi,les Tres Torres,1757
2017,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1324.4
2017,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1377.82
2017,3,Sarria-Sant Gervasi,el Putxet i el Farro,962.41
2017,3,Gracia,Vallcarca i els Penitents,912.51
2017,3,Gracia,el Coll,799.44
2017,3,Gracia,la Salut,804.26
2017,3,Gracia,la Vila de Gracia,867.94
2017,3,Gracia,el Camp d'en Grassot i Gracia Nova,880
2017,3,Horta-Guinardo,el Baix Guinardo,804.26
2017,3,Horta-Guinardo,Can Baro,698.03
2017,3,Horta-Guinardo,el Guinardo,739.68
2017,3,Horta-Guinardo,la Font d'en Fargues,922.75
2017,3,Horta-Guinardo,el Carmel,610.13
2017,3,Horta-Guinardo,la Teixonera,643.74
2017,3,Horta-Guinardo,Sant Genis dels Agudells,713.38
2017,3,Horta-Guinardo,Montbau,749
2017,3,Horta-Guinardo,la Vall d'Hebron,805.87
2017,3,Horta-Guinardo,Horta,704.57
2017,3,Nou Barris,Vilapicina i la Torre Llobeta,750.43
2017,3,Nou Barris,Porta,670.43
2017,3,Nou Barris,el Turo de la Peira,613.8
2017,3,Nou Barris,la Guineueta,625.23
2017,3,Nou Barris,Canyelles,701.5
2017,3,Nou Barris,les Roquetes,560.56
2017,3,Nou Barris,Verdun,593.64
2017,3,Nou Barris,la Prosperitat,625.66
2017,3,Nou Barris,la Trinitat Nova,538.45
2017,3,Nou Barris,Torre Baro,463.17
2017,3,Nou Barris,Ciutat Meridiana,423.09
2017,3,Sant Andreu,la Trinitat Vella,532.33
2017,3,Sant Andreu,el Bon Pastor,653.72
2017,3,Sant Andreu,Sant Andreu,744.73
2017,3,Sant Andreu,la Sagrera,692.49
2017,3,Sant Andreu,el Congres i els Indians,761.19
2017,3,Sant Andreu,Navas,790.19
2017,3,Sant Marti,el Camp de l'Arpa del Clot,797.7
2017,3,Sant Marti,el Clot,775.27
2017,3,Sant Marti,el Parc i la Llacuna del Poblenou,905.24
2017,3,Sant Marti,la Vila Olimpica del Poblenou,1189.26
2017,3,Sant Marti,el Poblenou,917.87
2017,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1093.34
2017,3,Sant Marti,el Besos i el Maresme,625.13
2017,3,Sant Marti,Provencals del Poblenou,933.9
2017,3,Sant Marti,Sant Marti de Provencals,776.09
2017,3,Sant Marti,la Verneda i la Pau,711.99
2017,4,Ciutat Vella,el Raval,776.73
2017,4,Ciutat Vella,Gothic Quarter,993.16
2017,4,Ciutat Vella,la Barceloneta,766.03
2017,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",914.78
2017,4,Eixample,Fort Pienc,910.78
2017,4,Eixample,Sagrada Familia,877.02
2017,4,Eixample,la Dreta de l'Eixample,1225.08
2017,4,Eixample,l'Antiga Esquerra de l'Eixample,1081.29
2017,4,Eixample,la Nova Esquerra de l'Eixample,957
2017,4,Eixample,Sant Antoni,905.83
2017,4,Sants-Montjuic,el Poble Sec,760.23
2017,4,Sants-Montjuic,la Marina de Port,728.07
2017,4,Sants-Montjuic,la Font de la Guatlla,827.36
2017,4,Sants-Montjuic,Hostafrancs,771.78
2017,4,Sants-Montjuic,la Bordeta,786.53
2017,4,Sants-Montjuic,Sants - Badal,772.86
2017,4,Sants-Montjuic,Sants,806.56
2017,4,Les Corts,les Corts,1043.76
2017,4,Les Corts,la Maternitat i Sant Ramon,935.38
2017,4,Les Corts,Pedralbes,1737.92
2017,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1213.95
2017,4,Sarria-Sant Gervasi,Sarria,1334.77
2017,4,Sarria-Sant Gervasi,les Tres Torres,1588.53
2017,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1198.24
2017,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1315.8
2017,4,Sarria-Sant Gervasi,el Putxet i el Farro,938.2
2017,4,Gracia,Vallcarca i els Penitents,875.53
2017,4,Gracia,el Coll,711.57
2017,4,Gracia,la Salut,741.29
2017,4,Gracia,la Vila de Gracia,879.85
2017,4,Gracia,el Camp d'en Grassot i Gracia Nova,862.51
2017,4,Horta-Guinardo,el Baix Guinardo,773.02
2017,4,Horta-Guinardo,Can Baro,693.65
2017,4,Horta-Guinardo,el Guinardo,759.06
2017,4,Horta-Guinardo,la Font d'en Fargues,822.82
2017,4,Horta-Guinardo,el Carmel,609.11
2017,4,Horta-Guinardo,la Teixonera,616.32
2017,4,Horta-Guinardo,Sant Genis dels Agudells,672.7
2017,4,Horta-Guinardo,Montbau,754.69
2017,4,Horta-Guinardo,la Vall d'Hebron,865.42
2017,4,Horta-Guinardo,Horta,708.88
2017,4,Nou Barris,Vilapicina i la Torre Llobeta,723.34
2017,4,Nou Barris,Porta,682.83
2017,4,Nou Barris,el Turo de la Peira,653.52
2017,4,Nou Barris,la Guineueta,693.4
2017,4,Nou Barris,Canyelles,656.15
2017,4,Nou Barris,les Roquetes,565.18
2017,4,Nou Barris,Verdun,600.37
2017,4,Nou Barris,la Prosperitat,641.21
2017,4,Nou Barris,la Trinitat Nova,551.22
2017,4,Nou Barris,Torre Baro,448.23
2017,4,Nou Barris,Ciutat Meridiana,425.51
2017,4,Sant Andreu,la Trinitat Vella,535.92
2017,4,Sant Andreu,el Bon Pastor,576.97
2017,4,Sant Andreu,Sant Andreu,751.95
2017,4,Sant Andreu,la Sagrera,732.23
2017,4,Sant Andreu,el Congres i els Indians,742.89
2017,4,Sant Andreu,Navas,805.1
2017,4,Sant Marti,el Camp de l'Arpa del Clot,789.59
2017,4,Sant Marti,el Clot,777.21
2017,4,Sant Marti,el Parc i la Llacuna del Poblenou,916.33
2017,4,Sant Marti,la Vila Olimpica del Poblenou,1349.82
2017,4,Sant Marti,el Poblenou,911.12
2017,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1233.01
2017,4,Sant Marti,el Besos i el Maresme,621.32
2017,4,Sant Marti,Provencals del Poblenou,864.09
2017,4,Sant Marti,Sant Marti de Provencals,790.58
2017,4,Sant Marti,la Verneda i la Pau,692.67
2018,1,Ciutat Vella,el Raval,792.74
2018,1,Ciutat Vella,Gothic Quarter,998.4
2018,1,Ciutat Vella,la Barceloneta,870.84
2018,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",923.44
2018,1,Eixample,Fort Pienc,910.53
2018,1,Eixample,Sagrada Familia,883.75
2018,1,Eixample,la Dreta de l'Eixample,1191.43
2018,1,Eixample,l'Antiga Esquerra de l'Eixample,1069.16
2018,1,Eixample,la Nova Esquerra de l'Eixample,947.92
2018,1,Eixample,Sant Antoni,899.98
2018,1,Sants-Montjuic,el Poble Sec,783.5
2018,1,Sants-Montjuic,la Marina de Port,751.65
2018,1,Sants-Montjuic,la Font de la Guatlla,842.32
2018,1,Sants-Montjuic,Hostafrancs,754.83
2018,1,Sants-Montjuic,la Bordeta,785.79
2018,1,Sants-Montjuic,Sants - Badal,764.41
2018,1,Sants-Montjuic,Sants,802.64
2018,1,Les Corts,les Corts,1002.34
2018,1,Les Corts,la Maternitat i Sant Ramon,948.77
2018,1,Les Corts,Pedralbes,1799.91
2018,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",895.7
2018,1,Sarria-Sant Gervasi,Sarria,1249.23
2018,1,Sarria-Sant Gervasi,les Tres Torres,1613.41
2018,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1247.7
2018,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1310.42
2018,1,Sarria-Sant Gervasi,el Putxet i el Farro,946.65
2018,1,Gracia,Vallcarca i els Penitents,886.27
2018,1,Gracia,el Coll,741.23
2018,1,Gracia,la Salut,815.62
2018,1,Gracia,la Vila de Gracia,899.65
2018,1,Gracia,el Camp d'en Grassot i Gracia Nova,884.55
2018,1,Horta-Guinardo,el Baix Guinardo,832.63
2018,1,Horta-Guinardo,Can Baro,721.46
2018,1,Horta-Guinardo,el Guinardo,736.8
2018,1,Horta-Guinardo,la Font d'en Fargues,824.12
2018,1,Horta-Guinardo,el Carmel,634.75
2018,1,Horta-Guinardo,la Teixonera,690.81
2018,1,Horta-Guinardo,Sant Genis dels Agudells,648.1
2018,1,Horta-Guinardo,Montbau,717.78
2018,1,Horta-Guinardo,la Vall d'Hebron,874.2
2018,1,Horta-Guinardo,Horta,748.19
2018,1,Nou Barris,Vilapicina i la Torre Llobeta,720.9
2018,1,Nou Barris,Porta,675.08
2018,1,Nou Barris,el Turo de la Peira,665.36
2018,1,Nou Barris,la Guineueta,685.05
2018,1,Nou Barris,Canyelles,714.68
2018,1,Nou Barris,les Roquetes,605.41
2018,1,Nou Barris,Verdun,624.71
2018,1,Nou Barris,la Prosperitat,634.3
2018,1,Nou Barris,la Trinitat Nova,592.73
2018,1,Nou Barris,Ciutat Meridiana,507.16
2018,1,Sant Andreu,la Trinitat Vella,589.02
2018,1,Sant Andreu,el Bon Pastor,658.63
2018,1,Sant Andreu,Sant Andreu,744.82
2018,1,Sant Andreu,la Sagrera,734.45
2018,1,Sant Andreu,el Congres i els Indians,754.09
2018,1,Sant Andreu,Navas,790.2
2018,1,Sant Marti,el Camp de l'Arpa del Clot,785.88
2018,1,Sant Marti,el Clot,774.32
2018,1,Sant Marti,el Parc i la Llacuna del Poblenou,916.31
2018,1,Sant Marti,la Vila Olimpica del Poblenou,1272.26
2018,1,Sant Marti,el Poblenou,913.29
2018,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1164.84
2018,1,Sant Marti,el Besos i el Maresme,682.32
2018,1,Sant Marti,Provencals del Poblenou,957.02
2018,1,Sant Marti,Sant Marti de Provencals,751.48
2018,1,Sant Marti,la Verneda i la Pau,715.37
2018,2,Ciutat Vella,el Raval,820.88
2018,2,Ciutat Vella,Gothic Quarter,1024.29
2018,2,Ciutat Vella,la Barceloneta,923.45
2018,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",991.39
2018,2,Eixample,Fort Pienc,942.96
2018,2,Eixample,Sagrada Familia,893.43
2018,2,Eixample,la Dreta de l'Eixample,1263.08
2018,2,Eixample,l'Antiga Esquerra de l'Eixample,1078.13
2018,2,Eixample,la Nova Esquerra de l'Eixample,975.53
2018,2,Eixample,Sant Antoni,907.42
2018,2,Sants-Montjuic,el Poble Sec,788.23
2018,2,Sants-Montjuic,la Marina de Port,719.33
2018,2,Sants-Montjuic,la Font de la Guatlla,834.68
2018,2,Sants-Montjuic,Hostafrancs,801.37
2018,2,Sants-Montjuic,la Bordeta,757.26
2018,2,Sants-Montjuic,Sants - Badal,755.29
2018,2,Sants-Montjuic,Sants,811.74
2018,2,Les Corts,les Corts,1038.73
2018,2,Les Corts,la Maternitat i Sant Ramon,959.26
2018,2,Les Corts,Pedralbes,1563.31
2018,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",860.13
2018,2,Sarria-Sant Gervasi,Sarria,1332.33
2018,2,Sarria-Sant Gervasi,les Tres Torres,1467.07
2018,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1288.82
2018,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1328.14
2018,2,Sarria-Sant Gervasi,el Putxet i el Farro,972.89
2018,2,Gracia,Vallcarca i els Penitents,939.03
2018,2,Gracia,el Coll,716.25
2018,2,Gracia,la Salut,883.52
2018,2,Gracia,la Vila de Gracia,913.34
2018,2,Gracia,el Camp d'en Grassot i Gracia Nova,885.4
2018,2,Horta-Guinardo,el Baix Guinardo,817.38
2018,2,Horta-Guinardo,Can Baro,737.38
2018,2,Horta-Guinardo,el Guinardo,758.61
2018,2,Horta-Guinardo,la Font d'en Fargues,756.72
2018,2,Horta-Guinardo,el Carmel,637.17
2018,2,Horta-Guinardo,la Teixonera,682.44
2018,2,Horta-Guinardo,Sant Genis dels Agudells,646.83
2018,2,Horta-Guinardo,Montbau,716.18
2018,2,Horta-Guinardo,la Vall d'Hebron,864.72
2018,2,Horta-Guinardo,Horta,742.51
2018,2,Nou Barris,Vilapicina i la Torre Llobeta,726.89
2018,2,Nou Barris,Porta,713.94
2018,2,Nou Barris,el Turo de la Peira,668.16
2018,2,Nou Barris,la Guineueta,724.25
2018,2,Nou Barris,Canyelles,661.88
2018,2,Nou Barris,les Roquetes,575.71
2018,2,Nou Barris,Verdun,628.8
2018,2,Nou Barris,la Prosperitat,657.43
2018,2,Nou Barris,la Trinitat Nova,574.15
2018,2,Nou Barris,Torre Baro,434.52
2018,2,Nou Barris,Ciutat Meridiana,491.84
2018,2,Sant Andreu,la Trinitat Vella,598.29
2018,2,Sant Andreu,el Bon Pastor,687.55
2018,2,Sant Andreu,Sant Andreu,752.66
2018,2,Sant Andreu,la Sagrera,798.39
2018,2,Sant Andreu,el Congres i els Indians,751.16
2018,2,Sant Andreu,Navas,797.8
2018,2,Sant Marti,el Camp de l'Arpa del Clot,806.97
2018,2,Sant Marti,el Clot,815.82
2018,2,Sant Marti,el Parc i la Llacuna del Poblenou,1198.77
2018,2,Sant Marti,la Vila Olimpica del Poblenou,1288.91
2018,2,Sant Marti,el Poblenou,960.99
2018,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1371.14
2018,2,Sant Marti,el Besos i el Maresme,649.17
2018,2,Sant Marti,Provencals del Poblenou,913.66
2018,2,Sant Marti,Sant Marti de Provencals,797.54
2018,2,Sant Marti,la Verneda i la Pau,719.55
2018,3,Ciutat Vella,el Raval,849.32
2018,3,Ciutat Vella,Gothic Quarter,1012.49
2018,3,Ciutat Vella,la Barceloneta,889.24
2018,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",970.97
2018,3,Eixample,Fort Pienc,968.85
2018,3,Eixample,Sagrada Familia,934.89
2018,3,Eixample,la Dreta de l'Eixample,1216.7
2018,3,Eixample,l'Antiga Esquerra de l'Eixample,1136.21
2018,3,Eixample,la Nova Esquerra de l'Eixample,1003.89
2018,3,Eixample,Sant Antoni,970.26
2018,3,Sants-Montjuic,el Poble Sec,822.04
2018,3,Sants-Montjuic,la Marina de Port,755.18
2018,3,Sants-Montjuic,la Font de la Guatlla,871.41
2018,3,Sants-Montjuic,Hostafrancs,814.55
2018,3,Sants-Montjuic,la Bordeta,830.32
2018,3,Sants-Montjuic,Sants - Badal,786.8
2018,3,Sants-Montjuic,Sants,856.57
2018,3,Les Corts,les Corts,1077.99
2018,3,Les Corts,la Maternitat i Sant Ramon,1013.28
2018,3,Les Corts,Pedralbes,1849.52
2018,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1102.29
2018,3,Sarria-Sant Gervasi,Sarria,1443.71
2018,3,Sarria-Sant Gervasi,les Tres Torres,1746.01
2018,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1322.61
2018,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1374.32
2018,3,Sarria-Sant Gervasi,el Putxet i el Farro,1021.27
2018,3,Gracia,Vallcarca i els Penitents,905.82
2018,3,Gracia,el Coll,756.36
2018,3,Gracia,la Salut,870.31
2018,3,Gracia,la Vila de Gracia,923.39
2018,3,Gracia,el Camp d'en Grassot i Gracia Nova,924.81
2018,3,Horta-Guinardo,el Baix Guinardo,839.47
2018,3,Horta-Guinardo,Can Baro,766.82
2018,3,Horta-Guinardo,el Guinardo,797.84
2018,3,Horta-Guinardo,la Font d'en Fargues,876.58
2018,3,Horta-Guinardo,el Carmel,654.77
2018,3,Horta-Guinardo,la Teixonera,705.6
2018,3,Horta-Guinardo,Sant Genis dels Agudells,660.93
2018,3,Horta-Guinardo,Montbau,763.82
2018,3,Horta-Guinardo,la Vall d'Hebron,822.31
2018,3,Horta-Guinardo,Horta,754.53
2018,3,Nou Barris,Vilapicina i la Torre Llobeta,742.82
2018,3,Nou Barris,Porta,712.12
2018,3,Nou Barris,el Turo de la Peira,682.67
2018,3,Nou Barris,la Guineueta,732.86
2018,3,Nou Barris,Canyelles,715.45
2018,3,Nou Barris,les Roquetes,638.14
2018,3,Nou Barris,Verdun,618.91
2018,3,Nou Barris,la Prosperitat,667.72
2018,3,Nou Barris,la Trinitat Nova,584.73
2018,3,Nou Barris,Ciutat Meridiana,514.34
2018,3,Sant Andreu,la Trinitat Vella,597.93
2018,3,Sant Andreu,el Bon Pastor,693.69
2018,3,Sant Andreu,Sant Andreu,777.06
2018,3,Sant Andreu,la Sagrera,783.09
2018,3,Sant Andreu,el Congres i els Indians,787.78
2018,3,Sant Andreu,Navas,823.74
2018,3,Sant Marti,el Camp de l'Arpa del Clot,827.45
2018,3,Sant Marti,el Clot,815.1
2018,3,Sant Marti,el Parc i la Llacuna del Poblenou,897.67
2018,3,Sant Marti,la Vila Olimpica del Poblenou,1284.3
2018,3,Sant Marti,el Poblenou,1006.81
2018,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,818.55
2018,3,Sant Marti,el Besos i el Maresme,699.06
2018,3,Sant Marti,Provencals del Poblenou,928.02
2018,3,Sant Marti,Sant Marti de Provencals,803.49
2018,3,Sant Marti,la Verneda i la Pau,767.1
2018,4,Ciutat Vella,el Raval,827.27
2018,4,Ciutat Vella,Gothic Quarter,1057.26
2018,4,Ciutat Vella,la Barceloneta,913.2
2018,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1000.52
2018,4,Eixample,Fort Pienc,983.1
2018,4,Eixample,Sagrada Familia,930.02
2018,4,Eixample,la Dreta de l'Eixample,1340.38
2018,4,Eixample,l'Antiga Esquerra de l'Eixample,1164.32
2018,4,Eixample,la Nova Esquerra de l'Eixample,1017.56
2018,4,Eixample,Sant Antoni,960.3
2018,4,Sants-Montjuic,el Poble Sec,813.74
2018,4,Sants-Montjuic,la Marina de Port,778.52
2018,4,Sants-Montjuic,la Font de la Guatlla,810.24
2018,4,Sants-Montjuic,Hostafrancs,811
2018,4,Sants-Montjuic,la Bordeta,825.36
2018,4,Sants-Montjuic,Sants - Badal,831.19
2018,4,Sants-Montjuic,Sants,834.64
2018,4,Les Corts,les Corts,1031.46
2018,4,Les Corts,la Maternitat i Sant Ramon,960.03
2018,4,Les Corts,Pedralbes,1615.31
2018,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",898.33
2018,4,Sarria-Sant Gervasi,Sarria,1422.8
2018,4,Sarria-Sant Gervasi,les Tres Torres,1567.91
2018,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1283.24
2018,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1374.82
2018,4,Sarria-Sant Gervasi,el Putxet i el Farro,1031.54
2018,4,Gracia,Vallcarca i els Penitents,971.51
2018,4,Gracia,el Coll,748.9
2018,4,Gracia,la Salut,930.09
2018,4,Gracia,la Vila de Gracia,927.06
2018,4,Gracia,el Camp d'en Grassot i Gracia Nova,945.81
2018,4,Horta-Guinardo,el Baix Guinardo,827.04
2018,4,Horta-Guinardo,Can Baro,727.05
2018,4,Horta-Guinardo,el Guinardo,796.35
2018,4,Horta-Guinardo,la Font d'en Fargues,840.52
2018,4,Horta-Guinardo,el Carmel,653.21
2018,4,Horta-Guinardo,la Teixonera,721.23
2018,4,Horta-Guinardo,Sant Genis dels Agudells,666.91
2018,4,Horta-Guinardo,Montbau,750.95
2018,4,Horta-Guinardo,la Vall d'Hebron,876.65
2018,4,Horta-Guinardo,Horta,745.35
2018,4,Nou Barris,Vilapicina i la Torre Llobeta,782.95
2018,4,Nou Barris,Porta,723.34
2018,4,Nou Barris,el Turo de la Peira,692.05
2018,4,Nou Barris,la Guineueta,708.41
2018,4,Nou Barris,Canyelles,774.38
2018,4,Nou Barris,les Roquetes,595.81
2018,4,Nou Barris,Verdun,649.22
2018,4,Nou Barris,la Prosperitat,698.08
2018,4,Nou Barris,la Trinitat Nova,575.38
2018,4,Nou Barris,Ciutat Meridiana,514.52
2018,4,Sant Andreu,la Trinitat Vella,564.56
2018,4,Sant Andreu,Baro de Viver,673.69
2018,4,Sant Andreu,el Bon Pastor,696.06
2018,4,Sant Andreu,Sant Andreu,782.15
2018,4,Sant Andreu,la Sagrera,798.32
2018,4,Sant Andreu,el Congres i els Indians,804.74
2018,4,Sant Andreu,Navas,840.01
2018,4,Sant Marti,el Camp de l'Arpa del Clot,851.58
2018,4,Sant Marti,el Clot,835.55
2018,4,Sant Marti,el Parc i la Llacuna del Poblenou,938.59
2018,4,Sant Marti,la Vila Olimpica del Poblenou,1292.23
2018,4,Sant Marti,el Poblenou,970.64
2018,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1307.79
2018,4,Sant Marti,el Besos i el Maresme,711.67
2018,4,Sant Marti,Provencals del Poblenou,999.63
2018,4,Sant Marti,Sant Marti de Provencals,823.46
2018,4,Sant Marti,la Verneda i la Pau,756.1
2019,1,Ciutat Vella,el Raval,822.6
2019,1,Ciutat Vella,Gothic Quarter,1060.9
2019,1,Ciutat Vella,la Barceloneta,891.3
2019,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",990.2
2019,1,Eixample,Fort Pienc,957.2
2019,1,Eixample,Sagrada Familia,936.3
2019,1,Eixample,la Dreta de l'Eixample,1269.1
2019,1,Eixample,l'Antiga Esquerra de l'Eixample,1123
2019,1,Eixample,la Nova Esquerra de l'Eixample,1008.5
2019,1,Eixample,Sant Antoni,986.2
2019,1,Sants-Montjuic,el Poble Sec,815.8
2019,1,Sants-Montjuic,la Marina de Port,714.9
2019,1,Sants-Montjuic,la Font de la Guatlla,857.6
2019,1,Sants-Montjuic,Hostafrancs,810
2019,1,Sants-Montjuic,la Bordeta,844.1
2019,1,Sants-Montjuic,Sants - Badal,823.5
2019,1,Sants-Montjuic,Sants,873
2019,1,Les Corts,les Corts,1070
2019,1,Les Corts,la Maternitat i Sant Ramon,938.5
2019,1,Les Corts,Pedralbes,1732.5
